instance,num_phases,w_balanced,method,k,digraph_nodes,digraph_edges,subgraph_edges,subgraph_pct,d_edges,digraph_build_s,build_s,solve_s,elapsed_s,objective,ideal_obj,obj_vs_ideal_pct,d_obj_pct,path_cost,c_min,path_cost_vs_cmin_pct,alpha_abs,phase_width,alpha_vs_width_pct,imbalance_pct,abs_time_per_phase,ops_per_phase,n_ops_total,stop_perc_graph,stop_reason
assembly_2,2,0.7,adaptive,32,22160,134216,158,0.12,23,194.744,14.377,0.13,14.507,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,48,22160,134216,318,0.24,160,194.744,15.763,0.217,15.98,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,64,22160,134216,517,0.39,199,194.744,16.63,0.399,17.029,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,96,22160,134216,898,0.67,381,194.744,18.441,0.959,19.4,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,128,22160,134216,1261,0.94,363,194.744,20.001,1.117,21.119,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,192,22160,134216,1959,1.46,698,194.744,23.298,2.48,25.778,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,256,22160,134216,2605,1.94,646,194.744,26.687,2.266,28.953,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.7,adaptive,512,22160,134216,4961,3.7,2356,194.744,40.688,8.201,48.889,1.0173,1.0126,0.46,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,stop_perc_graph
assembly_2,2,0.8,adaptive,1,22160,134216,41,0.03,41,197.108,1.215,0.032,1.248,1.0176,1.0126,0.49,,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,2,22160,134216,61,0.05,20,197.108,1.849,0.052,1.901,1.0176,1.0126,0.49,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,3,22160,134216,66,0.05,5,197.108,2.181,0.05,2.231,1.0176,1.0126,0.49,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,4,22160,134216,70,0.05,4,197.108,2.673,0.059,2.732,1.0176,1.0126,0.49,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,6,22160,134216,79,0.06,9,197.108,3.571,0.092,3.664,1.0176,1.0126,0.49,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,8,22160,134216,84,0.06,5,197.108,4.475,0.141,4.616,1.0176,1.0126,0.49,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,12,22160,134216,98,0.07,14,197.108,6.295,0.086,6.381,1.0176,1.0126,0.49,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,16,22160,134216,110,0.08,12,197.108,8.068,0.084,8.152,1.0176,1.0126,0.49,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,24,22160,134216,135,0.1,25,197.108,11.387,0.173,11.56,1.0176,1.0126,0.49,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,32,22160,134216,158,0.12,23,197.108,14.429,0.234,14.663,1.0176,1.0126,0.49,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.8,adaptive,48,22160,134216,316,0.24,158,197.108,15.878,0.383,16.261,1.0167,1.0126,0.4,0.0928,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,
assembly_2,2,0.8,adaptive,64,22160,134216,518,0.39,202,197.108,16.709,0.538,17.247,1.0167,1.0126,0.4,0.0,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,
assembly_2,2,0.8,adaptive,96,22160,134216,892,0.66,374,197.108,18.537,1.066,19.603,1.0167,1.0126,0.4,0.0,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,
assembly_2,2,0.8,adaptive,128,22160,134216,1256,0.94,364,197.108,20.009,1.808,21.817,1.0167,1.0126,0.4,0.0,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,
assembly_2,2,0.8,adaptive,192,22160,134216,1953,1.46,697,197.108,23.394,3.917,27.311,1.0167,1.0126,0.4,-0.0,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,
assembly_2,2,0.8,adaptive,256,22160,134216,2598,1.94,645,197.108,26.972,4.594,31.566,1.0167,1.0126,0.4,0.0,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,
assembly_2,2,0.8,adaptive,512,22160,134216,4957,3.69,2359,197.108,40.26,4.317,44.578,1.0167,1.0126,0.4,0.0,1.0222,1.0126,0.94,1348,1344.5,0.26,0.52,"[1348, 1341]","[9, 8]",17,3.0,stop_perc_graph
assembly_2,2,0.9,adaptive,1,22160,134216,41,0.03,41,196.177,1.148,0.036,1.184,1.018,1.0126,0.52,,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,2,22160,134216,61,0.05,20,196.177,1.773,0.055,1.828,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,3,22160,134216,66,0.05,5,196.177,2.206,0.066,2.272,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,4,22160,134216,70,0.05,4,196.177,2.687,0.052,2.738,1.018,1.0126,0.52,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,6,22160,134216,79,0.06,9,196.177,3.574,0.09,3.664,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,8,22160,134216,84,0.06,5,196.177,4.52,0.066,4.586,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,12,22160,134216,98,0.07,14,196.177,6.198,0.125,6.323,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,16,22160,134216,110,0.08,12,196.177,8.054,0.069,8.123,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,24,22160,134216,135,0.1,25,196.177,11.146,0.151,11.296,1.018,1.0126,0.52,-0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,32,22160,134216,158,0.12,23,196.177,14.484,0.226,14.71,1.018,1.0126,0.52,0.0,1.0149,1.0126,0.22,1352,1344.5,0.56,1.12,"[1337, 1352]","[7, 10]",17,3.0,
assembly_2,2,0.9,adaptive,48,22160,134216,327,0.24,169,196.177,15.833,0.241,16.074,1.0153,1.0126,0.26,0.2642,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,
assembly_2,2,0.9,adaptive,64,22160,134216,528,0.39,201,196.177,16.534,0.783,17.317,1.0153,1.0126,0.26,-0.0,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,
assembly_2,2,0.9,adaptive,96,22160,134216,900,0.67,372,196.177,18.166,0.811,18.977,1.0153,1.0126,0.26,-0.0,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,
assembly_2,2,0.9,adaptive,128,22160,134216,1270,0.95,370,196.177,19.845,3.085,22.931,1.0153,1.0126,0.26,0.0,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,
assembly_2,2,0.9,adaptive,192,22160,134216,1959,1.46,689,196.177,23.136,3.906,27.042,1.0153,1.0126,0.26,-0.0,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,
assembly_2,2,0.9,adaptive,256,22160,134216,2604,1.94,645,196.177,26.932,2.216,29.148,1.0153,1.0126,0.26,-0.0,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,
assembly_2,2,0.9,adaptive,512,22160,134216,4960,3.7,2356,196.177,40.472,8.174,48.647,1.0153,1.0126,0.26,0.0,1.0354,1.0126,2.25,1345,1344.5,0.04,0.07,"[1344, 1345]","[6, 11]",17,3.0,stop_perc_graph
